,Subject,Model,Beta_Frequency,Beta_Semantic,Beta_Phonological,Negative_Log_Likelihood_Optimized
62,640618ed4acdff51122e13c4,forage_dynamic_simdrop,8.758754511111889,2.903646070746724,,111.9621449629107
63,640618ed4acdff51122e13c4,forage_random_baseline,0.0,0.0,,149.54076944639388
64,5f77c6a1a110ce346dc016ec,forage_dynamic_simdrop,10.447954123617476,3.579603375082815,,89.42221781949155
65,5f77c6a1a110ce346dc016ec,forage_random_baseline,0.0,0.0,,134.5866925017545
66,5de5538f8fde1c4dbc951498,forage_dynamic_simdrop,8.812273295629897,3.71387974037338,,101.33599881191793
67,5de5538f8fde1c4dbc951498,forage_random_baseline,0.0,0.0,,142.0637309740742
68,62c08fa6cab36e3a08790b49,forage_dynamic_simdrop,9.045999616457728,3.7743235797448595,,98.1610208193825
69,62c08fa6cab36e3a08790b49,forage_random_baseline,0.0,0.0,,142.0637309740742
70,622a0d9a4f5132ad78e5f1b6,forage_dynamic_simdrop,9.084238004343655,4.4922998037508535,,131.74087112046422
71,622a0d9a4f5132ad78e5f1b6,forage_random_baseline,0.0,0.0,,194.40300028031203
72,62879b859698ba45e6afa90f,forage_dynamic_simdrop,10.69220885996333,3.525002725094182,,83.69069798895428
73,62879b859698ba45e6afa90f,forage_random_baseline,0.0,0.0,,127.10965402943481
74,628bb39061393e64b1907bbb,forage_dynamic_simdrop,11.219181251183878,2.740209586462802,,107.17183018221023
75,628bb39061393e64b1907bbb,forage_random_baseline,0.0,0.0,,157.01780791871357
76,5e1fc8d45427912f6143b012,forage_dynamic_simdrop,6.435417527310962,5.199975194181272,,129.16164605843477
77,5e1fc8d45427912f6143b012,forage_random_baseline,0.0,0.0,,194.40300028031203
78,62d5db8e2d079e00489d8c76,forage_dynamic_simdrop,11.73404150927762,3.16681882405798,,63.34918256166411
79,62d5db8e2d079e00489d8c76,forage_random_baseline,0.0,0.0,,104.67853861247573
80,622a2074fe80192aa7a0212a622a2074fe80192aa7a0212a,forage_dynamic_simdrop,7.879005126467052,4.45416302100606,,100.80445895480528
81,622a2074fe80192aa7a0212a622a2074fe80192aa7a0212a,forage_random_baseline,0.0,0.0,,142.0637309740742
82,5fc50bb38378c80ac88354ef,forage_dynamic_simdrop,11.781503340594561,2.8149059931759406,,67.57156676903892
83,5fc50bb38378c80ac88354ef,forage_random_baseline,0.0,0.0,,104.67853861247573
84,5484655ffdf99b07b28f22cc,forage_dynamic_simdrop,9.845482106124134,4.379894674208002,,101.24848625170058
85,5484655ffdf99b07b28f22cc,forage_random_baseline,0.0,0.0,,157.01780791871357
86,5f119c5ad521140253f60e86,forage_dynamic_simdrop,11.906893322411227,2.603075320674665,,58.65829023742011
87,5f119c5ad521140253f60e86,forage_random_baseline,0.0,0.0,,89.72446166783635
88,645527d9c3028610267467a3,forage_dynamic_simdrop,9.614519567131513,3.225209965794106,,117.4458888245095
89,645527d9c3028610267467a3,forage_random_baseline,0.0,0.0,,164.49484639103326
90,5e6bdd2a3ea572199bb7f6b6,forage_dynamic_simdrop,5.844994734509657,3.3626228253070285,,94.66109774646907
91,5e6bdd2a3ea572199bb7f6b6,forage_random_baseline,0.0,0.0,,112.15557708479542
92,60778adf13e3a5f0d0f655db,forage_dynamic_simdrop,9.602672512604986,3.364066870288906,,93.64871329272962
93,60778adf13e3a5f0d0f655db,forage_random_baseline,0.0,0.0,,134.5866925017545
94,6435b95691d542284002bc90,forage_dynamic_simdrop,9.654156074729853,4.2097525165252065,,91.95342399962854
95,6435b95691d542284002bc90,forage_random_baseline,0.0,0.0,,142.0637309740742
