,Subject,Model,Beta_Frequency,Beta_Semantic,Beta_Phonological,Negative_Log_Likelihood_Optimized
53,5d321a7348bf98001646aeb2,forage_random_baseline,0.0,0.0,,44.86223083391818
54,5dd405ab80123f3eaae9af80,forage_dynamic_simdrop,6.52350641694693,4.802223900095935,,162.421006093615
55,5dd405ab80123f3eaae9af80,forage_random_baseline,0.0,0.0,,216.8341156972711
56,63ceb402a31914be6497e671,forage_dynamic_simdrop,10.90551771544354,3.2471712041540446,,63.67362217271007
57,63ceb402a31914be6497e671,forage_random_baseline,0.0,0.0,,97.20150014015604
58,599ec7dc617ca80001fcd124,forage_dynamic_simdrop,7.999455972425666,3.1871220421600963,,84.0222133704503
59,599ec7dc617ca80001fcd124,forage_random_baseline,0.0,0.0,,112.15557708479542
60,5c01dc58067bbf00019bb318,forage_dynamic_simdrop,6.991583060382789,4.631306399742129,,111.88566569100523
61,5c01dc58067bbf00019bb318,forage_random_baseline,0.0,0.0,,149.54076944639388
62,640618ed4acdff51122e13c4,forage_dynamic_simdrop,8.308333210242825,3.2453583923437637,,125.80417959719244
63,640618ed4acdff51122e13c4,forage_random_baseline,0.0,0.0,,164.49484639103326
64,5f77c6a1a110ce346dc016ec,forage_dynamic_simdrop,9.609214156731063,3.977167652567288,,85.24187705013638
65,5f77c6a1a110ce346dc016ec,forage_random_baseline,0.0,0.0,,127.10965402943481
66,5de5538f8fde1c4dbc951498,forage_dynamic_simdrop,9.357503128509311,4.1179389920500675,,78.20007909150517
67,5de5538f8fde1c4dbc951498,forage_random_baseline,0.0,0.0,,119.63261555711512
68,62c08fa6cab36e3a08790b49,forage_dynamic_simdrop,10.47278002665133,3.932176461635634,,107.39181903284943
69,62c08fa6cab36e3a08790b49,forage_random_baseline,0.0,0.0,,164.49484639103326
70,622a0d9a4f5132ad78e5f1b6,forage_dynamic_simdrop,5.97739813803972,3.7344271190485605,,78.0859298491424
71,622a0d9a4f5132ad78e5f1b6,forage_random_baseline,0.0,0.0,,97.20150014015604
72,62879b859698ba45e6afa90f,forage_dynamic_simdrop,9.783368995888008,2.8941713992011264,,90.4112135624286
73,62879b859698ba45e6afa90f,forage_random_baseline,0.0,0.0,,127.10965402943481
74,628bb39061393e64b1907bbb,forage_dynamic_simdrop,9.489972052871117,2.220511976834612,,80.11803183391962
75,628bb39061393e64b1907bbb,forage_random_baseline,0.0,0.0,,104.67853861247573
76,5e1fc8d45427912f6143b012,forage_dynamic_simdrop,9.301220365204287,3.8680821996013837,,132.21943929450217
77,5e1fc8d45427912f6143b012,forage_random_baseline,0.0,0.0,,194.40300028031203
78,62d5db8e2d079e00489d8c76,forage_dynamic_simdrop,12.010801937948461,3.2412059701979223,,74.45939602196438
79,62d5db8e2d079e00489d8c76,forage_random_baseline,0.0,0.0,,119.63261555711512
80,622a2074fe80192aa7a0212a622a2074fe80192aa7a0212a,forage_dynamic_simdrop,7.799634773764176,4.526904135676594,,105.32487418862671
81,622a2074fe80192aa7a0212a622a2074fe80192aa7a0212a,forage_random_baseline,0.0,0.0,,149.54076944639388
82,5fc50bb38378c80ac88354ef,forage_dynamic_simdrop,10.476627529291918,1.8537520534209724,,65.56491151474972
83,5fc50bb38378c80ac88354ef,forage_random_baseline,0.0,0.0,,89.72446166783635
84,5484655ffdf99b07b28f22cc,forage_dynamic_simdrop,7.452580991896743,3.9835742125746885,,111.84870614600865
85,5484655ffdf99b07b28f22cc,forage_random_baseline,0.0,0.0,,149.54076944639388
86,5f119c5ad521140253f60e86,forage_dynamic_simdrop,12.067170155425996,2.919689497938431,,44.995019872728896
87,5f119c5ad521140253f60e86,forage_random_baseline,0.0,0.0,,74.77038472319697
88,645527d9c3028610267467a3,forage_dynamic_simdrop,10.477245433463128,2.3409515499901836,,113.13354582775331
89,645527d9c3028610267467a3,forage_random_baseline,0.0,0.0,,157.01780791871357
90,5e6bdd2a3ea572199bb7f6b6,forage_dynamic_simdrop,6.0930022466258045,4.153898038441785,,84.06626863535321
91,5e6bdd2a3ea572199bb7f6b6,forage_random_baseline,0.0,0.0,,104.67853861247573
92,60778adf13e3a5f0d0f655db,forage_dynamic_simdrop,8.202135723311425,4.18453543760598,,127.97358661740569
93,60778adf13e3a5f0d0f655db,forage_random_baseline,0.0,0.0,,179.44892333567265
94,6435b95691d542284002bc90,forage_dynamic_simdrop,10.410637872442061,3.681158868121063,,109.27242928829683
95,6435b95691d542284002bc90,forage_random_baseline,0.0,0.0,,164.49484639103326
