id,listnum,num_cluster_switches,avg_cluster_size
6029acb673830e93bcc9230f,2,10,1.8181818181818181
6056962634a5230dacdb63fc,1,15,1.5
6056962634a5230dacdb63fc,2,9,2.7
605bd9acd66170da8fbcdc92,1,8,2.111111111111111
605bd9acd66170da8fbcdc92,2,10,2.090909090909091
606609111ba10f35596db018,1,12,1.6923076923076923
606609111ba10f35596db018,2,10,2.090909090909091
606734f4935218ab9f94703c,1,7,2.75
606734f4935218ab9f94703c,2,10,2.090909090909091
60778adf13e3a5f0d0f655db,1,11,1.5
60778adf13e3a5f0d0f655db,2,6,3.7142857142857144
6081ca47eeed1bb51c1d7f7b,1,10,1.4545454545454546
6081ca47eeed1bb51c1d7f7b,2,7,2.5
60a2dd0e1d378ad4d982dae3,1,5,1.3333333333333333
60a2dd0e1d378ad4d982dae3,2,4,1.8
60b0334a2e48ac0856f33161,1,8,1.8888888888888888
60b0334a2e48ac0856f33161,2,8,1.8888888888888888
60b4277a6c6540693acdd766,1,8,1.8888888888888888
60b4277a6c6540693acdd766,2,10,1.6363636363636365
60bac4eb11e08e852fd030ab,1,10,1.5454545454545454
60bac4eb11e08e852fd030ab,2,6,3.0
60c2694a69ce3ace422ef93a,1,17,1.4444444444444444
60c2694a69ce3ace422ef93a,2,19,1.55
60e9fd8a2f52070be49cf317,1,10,1.9090909090909092
60e9fd8a2f52070be49cf317,2,15,1.875
60eb1a7c95641da67ae7d611,1,7,1.625
60eb1a7c95641da67ae7d611,2,5,2.3333333333333335
60fab1b96bd45f60d1b053dc,1,7,1.625
60fab1b96bd45f60d1b053dc,2,9,1.6
60fcaa7ac117649e189a3ee1,1,18,2.1052631578947367
60fcaa7ac117649e189a3ee1,2,19,1.95
60fce319094706567dd18681,1,14,1.8666666666666667
60fce319094706567dd18681,2,15,2.1875
60fce3b18212191d4efd3422,1,11,2.0833333333333335
60fce3b18212191d4efd3422,2,12,1.6923076923076923
60fd7f2e69e5a781cb3ef542,1,14,1.5333333333333334
60fd7f2e69e5a781cb3ef542,2,11,2.5
60fdaf04746b25a179b05245,1,11,1.5833333333333333
60fdaf04746b25a179b05245,2,6,3.142857142857143
60fdd6619d528625b8d667e8,1,14,1.7333333333333334
60fdd6619d528625b8d667e8,2,19,1.3
60fe1580147adc7ebeb315e6,1,18,2.473684210526316
60fe1580147adc7ebeb315e6,2,13,3.0714285714285716
60fe4500b9d48a537a42f35a,1,12,2.230769230769231
60fe4500b9d48a537a42f35a,2,13,2.357142857142857
60ff1a1450c5e5c8fe6922d1,1,9,2.6
60ff1a1450c5e5c8fe6922d1,2,9,2.5
60ff78f6695b4e27b7eb17bb,1,19,1.75
60ff78f6695b4e27b7eb17bb,2,18,1.9473684210526316
610000c595c5a1847c235e17,1,15,2.0
610000c595c5a1847c235e17,2,14,2.4
61004bf77aff9a6e73bcca30,1,11,1.8333333333333333
61004bf77aff9a6e73bcca30,2,10,1.9090909090909092
610095a43c0a28ad8189d48f,1,13,1.7857142857142858
610095a43c0a28ad8189d48f,2,14,1.6666666666666667
61019c7bfef4b6c8de7d5f55,1,13,1.8571428571428572
61019c7bfef4b6c8de7d5f55,2,9,2.3
6101b0045f55decb70142341,1,27,1.4642857142857142
6101b0045f55decb70142341,2,20,1.380952380952381
61079a83c6af47f112977a97,1,14,1.8666666666666667
61079a83c6af47f112977a97,2,10,2.6363636363636362
61080eaae202b0ef135056a5,1,13,2.0
61080eaae202b0ef135056a5,2,8,1.7777777777777777
6108a3ec358bd04e37038c12,1,20,1.7619047619047619
6108a3ec358bd04e37038c12,2,19,1.9
61099a5c04f32c99f34ce2a8,1,9,2.0
61099a5c04f32c99f34ce2a8,2,6,2.857142857142857
61140fbc763ecf6f2de71183,1,18,2.210526315789474
61140fbc763ecf6f2de71183,2,13,2.5714285714285716
611c4b67ef5ef50313395ffb,1,15,2.0625
611c4b67ef5ef50313395ffb,2,12,3.0
611dcc61f61f99fe71cc29fb,1,11,1.75
611dcc61f61f99fe71cc29fb,2,10,2.272727272727273
612f152f7d455625729c73b7,1,18,2.1052631578947367
612f152f7d455625729c73b7,2,16,1.8823529411764706
6143e022ec8dfbce17b7e211,1,7,2.125
6143e022ec8dfbce17b7e211,2,10,1.2727272727272727
614f297777d0d8f5e2a5b354,1,6,1.8571428571428572
614f297777d0d8f5e2a5b354,2,6,2.4285714285714284
61509f6eb3a929e50f33ede1,1,8,1.7777777777777777
61509f6eb3a929e50f33ede1,2,6,2.0
615b22b2b654b57bcb5ad7b3,1,14,2.2
615b22b2b654b57bcb5ad7b3,2,8,3.3333333333333335
6168a6cdc303371392b9d9c8,1,8,1.4444444444444444
6168a6cdc303371392b9d9c8,2,9,1.4
6171dc9f96de917908c8bb67,1,14,1.9333333333333333
6171dc9f96de917908c8bb67,2,11,1.75
62162ab583fc823e78c025e2,1,7,2.25
62162ab583fc823e78c025e2,2,7,1.875
6228f35da2410161a1221ac0,1,9,2.3
6228f35da2410161a1221ac0,2,13,1.7142857142857142
622a0d9a4f5132ad78e5f1b6,1,16,1.5294117647058822
622a0d9a4f5132ad78e5f1b6,2,6,1.8571428571428572
622a2074fe80192aa7a0212a,1,9,1.9
622a2074fe80192aa7a0212a,2,7,2.5
6236fe0ee063333a3e1ba72a,1,9,1.7
6236fe0ee063333a3e1ba72a,2,16,1.411764705882353
62827483ae4c6af3f0af9bce,1,10,2.4545454545454546
62827483ae4c6af3f0af9bce,2,16,1.8235294117647058
62858e3a433a7a27305f1992,1,8,1.5555555555555556
62858e3a433a7a27305f1992,2,9,1.7
62879b859698ba45e6afa90f,1,8,1.8888888888888888
62879b859698ba45e6afa90f,2,8,1.7777777777777777
628bb39061393e64b1907bbb,1,15,1.3125
628bb39061393e64b1907bbb,2,9,1.4
6293e6c41fde6ff01b69760b,1,5,1.8333333333333333
6293e6c41fde6ff01b69760b,2,11,1.0833333333333333
62b9e995fd8c321a2f65a6cd,1,13,1.4285714285714286
62b9e995fd8c321a2f65a6cd,2,12,1.8461538461538463
62c08fa6cab36e3a08790b49,1,11,1.6666666666666667
62c08fa6cab36e3a08790b49,2,12,1.6923076923076923
62cba72839d35cbf953cdd6f,1,5,2.1666666666666665
62cba72839d35cbf953cdd6f,2,6,2.5714285714285716
62d5db8e2d079e00489d8c76,1,8,1.5555555555555556
62d5db8e2d079e00489d8c76,2,9,1.6
62e073721cd1f5f6cff50910,1,12,2.1538461538461537
62e073721cd1f5f6cff50910,2,5,4.166666666666667
62fc22181e486f654fd3b139,1,10,1.7272727272727273
62fc22181e486f654fd3b139,2,13,1.4285714285714286
62fcf3d9948e4a6a9623cce8,1,8,2.5555555555555554
62fcf3d9948e4a6a9623cce8,2,8,2.4444444444444446
62fe7fcc250311d93a7d6268,1,5,2.0
62fe7fcc250311d93a7d6268,2,6,2.0
63014447bcd5b69388099876,1,4,1.6
63014447bcd5b69388099876,2,3,1.5
6306679aefe2197ff06b2621,1,18,1.6842105263157894
6306679aefe2197ff06b2621,2,12,2.6153846153846154
6317afadedfd0a63eb5d0522,1,15,1.4375
6317afadedfd0a63eb5d0522,2,17,1.5555555555555556
6320b3ef5b3c6405eea0f4ca,1,6,1.7142857142857142
6320b3ef5b3c6405eea0f4ca,2,4,1.2
6328c18273754393c988735f,1,12,1.7692307692307692
6328c18273754393c988735f,2,14,2.2
63312d50b69dc2a2122ed1c2,1,13,1.7142857142857142
63312d50b69dc2a2122ed1c2,2,10,2.090909090909091
6332517a492e9ac48804f991,1,10,1.4545454545454546
6332517a492e9ac48804f991,2,6,1.7142857142857142
63480954af4c7db036aa6595,1,4,2.6
63480954af4c7db036aa6595,2,9,1.3
63614d2f3531a1f02d12fe94,1,10,1.4545454545454546
63614d2f3531a1f02d12fe94,2,7,2.625
638d3780e7aa2979f75f2a5f,1,5,1.8333333333333333
638d3780e7aa2979f75f2a5f,2,7,1.375
63b9ff9f64549294f0abe3c1,1,15,1.4375
63b9ff9f64549294f0abe3c1,2,13,1.5
63bca22d6fa8440663c937f1,1,5,2.1666666666666665
63bca22d6fa8440663c937f1,2,13,1.3571428571428572
63bcbf7e0ac7e876387ef720,1,8,2.3333333333333335
63bcbf7e0ac7e876387ef720,2,7,2.75
63bf3247bf3b5ebd734157ee,1,12,2.4615384615384617
63bf3247bf3b5ebd734157ee,2,9,2.2
63cb23389133d3f76db2336a,1,10,1.9090909090909092
63cb23389133d3f76db2336a,2,10,2.090909090909091
63cc88cff0f86e1bdec22290,1,8,1.6666666666666667
63cc88cff0f86e1bdec22290,2,5,2.0
63ceb402a31914be6497e671,1,7,1.375
63ceb402a31914be6497e671,2,9,1.3
63d04c8f58e32ead9ae4c89b,1,7,1.375
63d04c8f58e32ead9ae4c89b,2,6,1.2857142857142858
63d1988fabf100b710125c92,1,8,2.3333333333333335
63d1988fabf100b710125c92,2,17,1.7777777777777777
63d3fbb2e822fa8e7bfe8511,1,12,1.6153846153846154
63d3fbb2e822fa8e7bfe8511,2,15,1.5
63d3ff383464ef54bffdf0d2,1,16,1.1176470588235294
63d3ff383464ef54bffdf0d2,2,8,1.4444444444444444
63d53c6bc368b9fa8d33f4cf,1,15,2.625
63d53c6bc368b9fa8d33f4cf,2,12,2.230769230769231
63d7b0b45f9993cbb237fcd6,1,13,1.9285714285714286
63d7b0b45f9993cbb237fcd6,2,3,2.5
63d7e97b18c8503ff5be482c,1,12,2.0
63d7e97b18c8503ff5be482c,2,8,1.3333333333333333
63d7ef26d68b635f0f481a6f,1,9,1.3
63d7ef26d68b635f0f481a6f,2,9,1.7
63d8032fd2b4f1648f8ca4db,1,16,1.5294117647058822
63d8032fd2b4f1648f8ca4db,2,6,2.142857142857143
63d829b1cfe7269141a85156,1,12,1.7692307692307692
63d829b1cfe7269141a85156,2,6,2.7142857142857144
63ede400ea283f02067dadad,1,7,1.625
63ede400ea283f02067dadad,2,5,1.5
63f7dc48f2c570e31e1526cf,1,12,1.6153846153846154
63f7dc48f2c570e31e1526cf,2,10,1.7272727272727273
63f8e18b5176d042dd67f01c,1,11,1.6666666666666667
63f8e18b5176d042dd67f01c,2,15,1.625
63fba9e68d9ff349947fece5,1,4,2.6
63fba9e68d9ff349947fece5,2,6,2.142857142857143
64013a87deea9afecb68b755,1,8,2.4444444444444446
64013a87deea9afecb68b755,2,7,2.375
640618ed4acdff51122e13c4,1,15,1.25
640618ed4acdff51122e13c4,2,15,1.375
640cc04b3cc033171c75638e,1,9,1.7
640cc04b3cc033171c75638e,2,16,1.411764705882353
640cf44e8bf4e101d82a76a1,1,5,1.1666666666666667
640cf44e8bf4e101d82a76a1,2,4,2.4
640e4ddaf9f67c6c8ea4936b,1,7,1.875
640e4ddaf9f67c6c8ea4936b,2,8,1.3333333333333333
6413ba814d48703a89b5ee31,1,11,2.5
6413ba814d48703a89b5ee31,2,11,2.0
6418bb561cef445487504b0b,1,10,2.727272727272727
6418bb561cef445487504b0b,2,15,1.4375
641e3e47556ffc12b0489d88,1,10,1.4545454545454546
641e3e47556ffc12b0489d88,2,5,2.6666666666666665
6435b95691d542284002bc90,1,9,1.9
6435b95691d542284002bc90,2,12,1.6923076923076923
64480435f0fd571589cf1e31,1,15,1.75
64480435f0fd571589cf1e31,2,11,2.1666666666666665
64499eed5518153215c74048,1,5,1.8333333333333333
64499eed5518153215c74048,2,8,1.7777777777777777
644bd5f65278efdaecb4f62f,1,11,2.25
644bd5f65278efdaecb4f62f,2,12,2.076923076923077
644ee5a8f25289f7efacbef4,1,7,1.5
644ee5a8f25289f7efacbef4,2,8,1.4444444444444444
645527d9c3028610267467a3,1,12,1.6923076923076923
645527d9c3028610267467a3,2,15,1.3125
645a93f0017bb2a61f0cf72a,1,14,2.1333333333333333
645a93f0017bb2a61f0cf72a,2,16,2.0588235294117645
645abc0f7fa6368e6df2d973,1,10,1.5454545454545454
645abc0f7fa6368e6df2d973,2,10,1.2727272727272727
64626c991bcb3a8bbd2880d8,1,12,2.230769230769231
64626c991bcb3a8bbd2880d8,2,16,2.0588235294117645
